Gene  log2(fold_change)   q_value
Aup1   -0.04908942  0.3378119254509183
Pcdhb12   -0.12939483  0.33780958581929665
Palmd   0.049254097  0.33766704573299816
Rab14   -0.05597272  0.3376615316947162
Gpc2   0.09560751  0.33739898170126287
Setd3   -0.056493644  0.3371253949243202
Syngr3   0.18112521  0.33706894982497143
Notch3   0.068176314  0.3370438177511211
Ube2v2   0.082003705  0.3370052441687935
Myo3a   -0.13264409  0.33683401880377933
Lrat   -0.13386711  0.3368179914062786
Rbm22   -0.051109146  0.3367770058445847
Ahr   -0.06014887  0.33675154722741946
Zfp982   -0.08746274  0.33666098658058263
Tpm4   -0.057800405  0.33660014444782926
Rnf7   0.058827706  0.3365806156591393
Tfeb   0.053457692  0.3363473846056747
Gm16239   -0.15413879  0.3362262427484119
Zfp536   -0.055319097  0.33605823694272374
Ccdc85c   -0.07576471  0.33593562887377487
Ppil2   -0.04968761  0.3357902702118627
Coq7   0.08858881  0.33574173863397316
Gm6493   -0.12073849  0.3356725310078989
Mettl21a   0.07779096  0.33564226459972
Vps37a   -0.05076547  0.3356284240681567
Rbm3os   -0.16001613  0.335611748983351
Fam98a   0.0584088  0.3355332130727655
Gm340   0.05493815  0.3354934472409885
Gpc4   0.05181396  0.3354886954549109
Dennd5a   -0.05622631  0.33545468332958495
Lin9   -0.11951906  0.3353354832967013
Dtx4   0.059432287  0.3353332328033744
Mul1   -0.053416725  0.33509937581044297
Gprasp2   -0.0760393  0.3347092913816292
Rhbdl1   0.13538665  0.3345322955648901
Ccl24   -0.14645334  0.3344291110482724
Raver1   -0.05190919  0.33428813440465444
Lrrcc1   0.054929856  0.3339064397749508
Eef1b2   -0.052009717  0.3337638723738483
Hexb   -0.0513012  0.3337176858937213
Rps6-ps4   -0.11272848  0.3335738973225847
Ddost   0.05693186  0.3334661526567046
Pcna   -0.05360002  0.3334553372310123
Sstr4   0.15470278  0.3333151632578285
Prps1   -0.06162019  0.3332882121762858
Ago3   -0.056346666  0.33319463767130253
Mcm2   0.087301664  0.33294074137430885
Wnt4   0.10900617  0.33287255878696775
4930426L09Rik   0.14442101  0.33286964865802704
Aamdc   -0.062870614  0.33283090317683867
Gm6158   0.1347063  0.3327584049356375
Rragd   -0.094395794  0.33266271862969227
Gm26617   0.104448035  0.3326207392565213
Pcdh17   -0.08450654  0.33260087240515596
Mterf3   -0.06270912  0.33256097364492987
Calr3   -0.12036461  0.3324247480001959
Efcab2   -0.082810104  0.3321044955181819
Gm4951   -0.15274638  0.33206054566968757
Hoga1   -0.11103374  0.3319120942063352
Armh3   0.055315815  0.3317080198024418
4930505N22Rik   0.16067094  0.3316777900990485
Abcf2   0.055824514  0.33159898124051007
Luc7l3   -0.053420715  0.331530474897564
Gm17271   -0.09780478  0.33152565887062346
Stx1a   -0.06640236  0.3314662907886223
Arpp19   0.050650034  0.3314341587653594
Neu1   -0.053270213  0.33127974018959383
Zfp560   0.072150335  0.33123209109940016
Slc19a3   -0.10117688  0.33096956374800807
9930021J03Rik   -0.05177393  0.3308713100905113
Pigs   0.049888376  0.3305883038890775
Ccdc66   -0.05632305  0.33056532507773884
Wdr37   -0.054509126  0.330346098926922
Gm16288   0.14745036  0.33026432652584137
Aimp1   -0.059270844  0.3301903556313644
Zfp110   -0.054967202  0.3301641520081481
9930012K11Rik   0.06528814  0.3301215311257003
Ntrk2   0.05562566  0.3300518822315515
Adm   0.109720424  0.32996864158353634
Gm15418   -0.13410076  0.32984470544969846
Spag5   -0.18813717  0.3298323541282126
Gsap   0.06637435  0.32964337306628777
Eri3   0.055022474  0.3295755806701155
Pelo   0.059127193  0.32940263971427064
Dpm2   -0.055763934  0.3293530914691425
Igf2r   0.05882876  0.3293142334427368
Gm14295   -0.07560059  0.3292970005156168
Epn1   0.05519716  0.32929302372845487
Gm16148   0.124200866  0.3291713251189287
Srp72   0.049702846  0.32914804749436205
Ddx1   0.049539775  0.3289341009716451
Urb2   0.067427136  0.3281707934720201
Rtl10   0.09373942  0.32811394127394117
Rpl39   0.052677974  0.32789814750244434
1810021B22Rik   0.12787372  0.3278933489371161
Chst8   0.09169836  0.32787208660573874
Gm11457   -0.11512427  0.32755568704314686
Smchd1   -0.05029406  0.32740004692446684
Gm26514   0.0903485  0.3267859927531682
Spcs3   -0.05155069  0.32675706842894997
Supt7l   0.055985436  0.32627382542197364
Acsl1   0.07075039  0.3260770094543849
Gm16192   -0.11768289  0.3255834468121921
Glce   0.06502119  0.32556834159382175
Heg1   -0.060378972  0.32551625922988475
Gm29093   -0.12122994  0.3253828053945003
Tulp3   0.050397992  0.3253333733982484
Rhbdl3   -0.101094514  0.32531571381170016
1700066J03Rik   0.16412859  0.3253153012082661
Apobec3   -0.05667988  0.3253011902732939
Gm10475   0.1419757  0.32529599155797073
Actl6a   0.061675478  0.3250593548476811
Lyz1   -0.11950921  0.32470161828768124
Zbtb24   -0.061158236  0.3243537376904143
Ifi205   -0.2285839  0.32418136766520905
Tmem198   -0.12897448  0.32384495663204005
Cnn1   0.15058509  0.3237683281027232
Usp9x   0.053934656  0.32372853302184307
Syde1   -0.055792525  0.3236786060297602
Ttc28   -0.056338597  0.32361591246283694
Gm13388   -0.111942865  0.32360166072852214
Gm15636   0.12126626  0.32354498532108655
Gm17705   -0.13681789  0.3232445275160162
Zfp26   0.05122291  0.32324213936988416
Fam53a   -0.050946873  0.32308947455334375
Rock2   -0.054734107  0.323038838459011
Rps19-ps6   -0.1288574  0.32294086695480906
Gm13422   -0.13157539  0.3228214205684985
Ska2   -0.06770315  0.32279977192377896
Prkacb   -0.057665966  0.322579196481063
Wipi2   -0.053699527  0.32257285977126454
Gm17087   -0.12476129  0.32244333634651706
Eif2d   -0.04958401  0.3223884544156796
Sod2   0.049454495  0.32223723613328215
Larp1   0.055468097  0.32212075276600455
Mavs   -0.049458623  0.32208817933677303
B230312C02Rik   0.2659107  0.3220608711177871
Ahsa1   -0.052574232  0.3219158703878002
Cxxc5   -0.050518293  0.32191389661480235
Unc79   -0.091288246  0.32184407690136296
B230206L02Rik   0.101854466  0.3218239295982617
Gm14286   -0.09265443  0.32181504846702264
Prpsap2   -0.051546868  0.3217930926755424
Svbp   0.08097308  0.32171843014521107
Ncoa4   0.04854305  0.3216839787206268
Lrrc73   -0.14099447  0.32160718673773786
Zfp317   0.052519724  0.3212164118477042
Pdlim2   -0.05036261  0.3211915106727003
Mms19   -0.053057544  0.3211551872983502
Ddx47   -0.049724754  0.3210559210957317
Rnf14   -0.049727984  0.32100259423282135
Zfp120   -0.078902155  0.32099306307460235
4930516B21Rik   -0.07116342  0.32095255666560785
Crnkl1   -0.05426994  0.3209343169928567
Il33   0.0538731  0.32073427755114825
Fam118b   -0.06337127  0.3206978886404307
Frmd5   0.085151754  0.3206853212204319
B2m   -0.053755004  0.32068466410477703
Rab21   -0.047034703  0.32057788854665215
Rec8   -0.12858851  0.32054437979885364
Gna11   0.054535784  0.3204688249780054
Ddx49   -0.056017272  0.32035813104931476
Gm6563   0.12013136  0.32034852391974067
Gcc2   0.047650874  0.32032134527528905
Rragb   0.075092524  0.32027413337410426
4930521E06Rik   -0.09422642  0.3202615712784542
Ube2h   0.05485549  0.32020015886013786
Apba3   -0.055237517  0.3200760319047019
Pcdhb11   0.11711962  0.3200525545969143
Trank1   -0.14288373  0.32005042032353753
Mafa   0.14682452  0.3199118664758159
Akap9   0.053638935  0.31988576665565693
Gm49322   -0.07923676  0.31970111757537406
Nkiras2   -0.057211697  0.31969110646632526
Ttc21b   0.056666832  0.31962135971756217
Gm12272   0.111838125  0.31961914431231514
Kctd18   0.054715104  0.3193023918842567
Gm5915   -0.11776924  0.3191395015766572
Coa4   0.103576675  0.31905207995672646
Gm5389   0.14699389  0.31895064437251996
Cnot6l   -0.049000196  0.3188597136986508
Trmt6   0.059335727  0.31874468881260704
Enpp4   -0.04749457  0.3186705814253947
Enkd1   0.08045288  0.3186582034037278
Prcc   -0.048011187  0.3184933689928804
Dync1li2   -0.052599333  0.31841723139031347
D330023K18Rik   0.091442324  0.31839707105830656
Rbbp4   -0.055627983  0.318387154946563
Rnf170   0.052926432  0.3183582266865561
Ttc23   -0.048869047  0.3183576530468024
Ndufb2   -0.06487024  0.318307911536703
Ift74   0.072526224  0.318259073845074
Tnxa   0.07212945  0.31819262236047136
Usp3   -0.052073747  0.31778499694161083
Fli1   -0.066312894  0.3177570688867354
Socs4   -0.05019734  0.31769302567671054
Ephb4   0.05485197  0.3176688672191753
Vdac3-ps1   0.10966433  0.31761858674172294
Pdpk1   -0.05430189  0.31752671266024557
Ttc30b   0.07692222  0.3171819735286088
Ppp1r35   -0.0660744  0.31709750560079336
Trim8   -0.05580507  0.31709521393472345
Gm29055   0.12310894  0.3170742618027328
Gm10822   -0.13209593  0.3170477448900561
Mdh1   0.04927859  0.3170471720015543
Abt1   -0.07186835  0.31681558824833717
Scaper   -0.047844503  0.31681166078851997
Hoxb5os   -0.12732004  0.3167662506546149
Man1a   0.052406758  0.31675471435448044
Kcnd3   -0.09488443  0.31669179886113497
Gm7909   -0.15416884  0.31668795369925873
Haus2   0.06251885  0.316680917909423
Tead1   0.053870335  0.3166774000330684
Unc50   0.050775427  0.31652319831196163
Bub3   -0.04888516  0.3164846720455296
Vamp7   -0.07313501  0.3163372062305659
Gm15971   -0.122452065  0.3163301729080742
Dlat   0.051252127  0.3159922228145994
Loxl1   0.091439895  0.315894040001802
Borcs8   -0.04975437  0.3158271732963038
Trit1   0.067062065  0.3158010163885327
Limd2   0.057682127  0.3157205881834948
Ccdc15   0.059990488  0.31566362211845855
Sec22c   0.048856  0.3154837548838549
Dync2h1   -0.04876866  0.3153135604823006
Ncoa3   -0.053372506  0.31485655659585815
Grpel1   0.054151468  0.314809520329745
Chuk   -0.048213784  0.3147932704672867
Ccdc61   -0.05492841  0.31470435001661456
Gm24530   0.18957254  0.3146694045658065
Slc4a2   0.05381147  0.3146164171815678
Pcdh7   0.048751097  0.3145471051039105
Hyal2   0.061297044  0.31443012635705214
D330041H03Rik   0.07394726  0.3142627228001069
Zfp462   0.062784635  0.31424011608139735
Frzb   0.067308925  0.3139889465669312
Gm3235   0.11572777  0.3138487825633959
Spr   0.053275183  0.3138156616931004
Prr14l   -0.048561364  0.31375415441564436
Psmg1   -0.079253964  0.31375146253898173
Hist2h2be   0.07472556  0.31347007904053636
Gm9968   0.06109171  0.3134196015079816
Mrps17   0.06299264  0.3134041896511832
D3Ertd751e   -0.064305596  0.3133200402095532
Tcf20   0.051719192  0.31319766107255653
Nudcd3   0.053224847  0.3130911112893522
Sncaip   0.10854062  0.3130264695555422
Msn   0.05253361  0.31300274961419866
Cyb5r3   0.056691676  0.31294675322175364
5033430I15Rik   0.114874184  0.3128543293544222
Jrkl   -0.0750578  0.31285147690181214
Thumpd2   0.10292639  0.31281781857546637
Bclaf1   -0.054343145  0.312768840807085
Gm13416   0.13919267  0.31273657057682597
Rbx1   -0.049604937  0.31269468602287365
Fam214a   -0.05054171  0.312662907084338
Nploc4   0.048524674  0.3126140998607615
Ints1   -0.055092815  0.31254215632736027
Fam104a   0.049392927  0.3125228473358752
Ltn1   -0.048050087  0.31237783813283204
Atg4b   -0.048129052  0.31236089460926136
Gm13414   0.14650118  0.31219163805077654
Gm26736   0.10766298  0.3121050660060248
Chek1   -0.10577887  0.3120559602659244
Gm11788   -0.12166915  0.31201613996865046
Cd83   -0.0794848  0.3120057983512336
Gm5784   0.13955194  0.3118897678498195
Chrac1   0.07514175  0.31165522379127947
A2m   0.058125164  0.3114897490564642
Poldip2   0.049162164  0.3113562822561326
Lrrc20   -0.07708997  0.3113461915882263
Mark3   -0.054321956  0.31102114752643556
Gm8752   -0.12072712  0.3109982072313996
Rpl6l   -0.09557254  0.310954361819577
1700120K04Rik   0.13324134  0.31092515972689927
Yod1   -0.052469138  0.31082600912376235
Ero1l   0.048365995  0.3107313412663571
Gm14026   -0.09378504  0.31070580525199565
Nostrin   -0.109941274  0.31067888742054495
Rabggtb   -0.06625045  0.3105299985471924
4930453N24Rik   -0.05393027  0.3104025945952292
Zup1   0.0610069  0.31027886487735556
Ctdnep1   0.04569536  0.31026342006095264
0610009L18Rik   -0.08232452  0.31013434323884964
Fam149a   -0.070341766  0.3101279223458164
Map6d1   0.10096529  0.31002121151447226
Gm12404   -0.100479856  0.3098003489567174
Wars   -0.048196916  0.30971650221778235
Ptpa   0.052135546  0.30952754784328385
Gtpbp6   -0.054535717  0.3094988747406544
AV039307   0.1362051  0.30946264871003815
Lig1   -0.056840327  0.309454851350419
Sfxn2   -0.058199067  0.3094304849934692
Kansl2   -0.050280545  0.30934934930494995
Cep76   0.08488594  0.30928754765695404
Gm28911   -0.087280884  0.3091991966122104
Luzp2   0.072215326  0.3091888840854013
Clasp2   -0.052391462  0.309186123269499
Zfhx3   -0.06519891  0.3090379435996328
4930405A21Rik   -0.104194984  0.30882614569236067
Gm8034   -0.12292835  0.3087794733814474
Gm16023   -0.081308015  0.30872801461050364
Exoc4   0.04901387  0.30846597308479573
Nckap1   0.05203028  0.30841801937156055
Icam2   0.0977969  0.30829867248205844
Klf12   -0.06289921  0.30803212033011174
Nbn   0.0557205  0.30801557469932983
Cnot6   -0.052020118  0.30758305224828864
Oaf   -0.062629975  0.3075276017073601
Zzef1   0.051709794  0.3075102537777702
Smim6   -0.11474086  0.3073846118690411
Ube2d-ps   0.05875327  0.3073100447816059
Ube2z   0.0486288  0.30727770708855706
Selenom   0.046813577  0.3071149808862162
Triap1   -0.069574594  0.3070887267487571
D430041D05Rik   0.065759696  0.3070363825935413
Supv3l1   0.06329923  0.30690877481188616
Gm16179   0.09212124  0.3068797716317421
Mon2   -0.051931113  0.3067623902569694
Nlrp5-ps   0.061120573  0.3067050412210007
Snapin   0.04954523  0.3065260491403149
A630052C17Rik   -0.085516185  0.30649511348493697
Ncln   -0.051656533  0.30618880497254586
Picalm   -0.052657492  0.3060850230524289
Emg1   0.055141084  0.3060774138814675
Ace   -0.06941817  0.3059907219893756
Creg1   0.04935206  0.305765406789941
Chp1   -0.051595315  0.3057158830993996
Usmg5   0.060704935  0.30546870592417236
Chfr   -0.053419996  0.30518042323042116
Lmbrd2   -0.04814379  0.30515478594886286
Cbx3   0.049361356  0.30501092204144487
Mirlet7b   -0.16197127  0.30492084579191964
Csdc2   0.08491708  0.3047973073633476
Phf21b   0.114463635  0.3047218012052752
Scp2-ps2   0.091995604  0.3046008738833374
Gm19557   0.09159199  0.30453047440344005
Gm6206   -0.08164384  0.30442395510722337
Ric1   0.052466836  0.30431655829079335
Wdfy3   -0.052275974  0.30391107566579084
Mettl3   0.05070114  0.3039108333463773
Snora24   -0.17734577  0.30360329656895946
Cln5   -0.054599706  0.30356574931846547
Dhx57   0.04651617  0.30349033608986753
Ubr5   -0.05092496  0.3033401725081613
Fgd5   0.05286756  0.3033299202257267
Ribc1   -0.09383458  0.30330231223975174
Pgls   0.048176404  0.30306541538881904
Trio   0.056962192  0.3030010956760841
Sncg   -0.05326071  0.3029842295853792
Tmem178b   0.098808475  0.30294129900170547
Ift81   0.05405655  0.3027080373872593
Akr1b8   -0.07924484  0.30270569778504247
Plpp6   0.07054585  0.3025988886717034
Mllt1   -0.04555317  0.30252064452200683
Tkfc   0.061570507  0.3024730557138208
Atp5j2   0.051421676  0.3023630455111508
Tnfrsf13b   -0.13859229  0.30229369045987364
Stard5   -0.052226055  0.30219055387795835
Amz2   -0.048821345  0.30202131681379896
Ago4   -0.060181275  0.30200019442657494
Tusc2   0.059561394  0.30196544826401706
Bop1   -0.049956147  0.3018322792582453
Col2a1   -0.055656776  0.3017942342279171
Gm6981   -0.14592674  0.30171669777849314
Mmachc   -0.065931134  0.3015377098704174
Rnf167   -0.050283704  0.3015344866087828
Hspd1   0.04704017  0.30148573604345796
Dnmt3aos   0.1237332  0.3014220012857427
Gm26115   0.18916145  0.30140757893958203
Slc33a1   0.058553126  0.30139057856400225
Gm17415   0.11840042  0.30138219933829424
Ezh2   -0.059400376  0.3013429629366733
Zfp563   -0.0777184  0.3013338590224614
Gm15527   -0.11303488  0.301282298594434
Slc6a7   0.112980045  0.30113794353745466
Gm10602   -0.08900603  0.30103863098082256
Hes6   0.096076384  0.3006611238616428
Rps6ka5   -0.049925487  0.30066015772933047
Zfp207   -0.05070354  0.30039780683926803
Gm15587   -0.14365616  0.3003031552343698
Dlc1   -0.05149569  0.3002727334067544
D130020L05Rik   -0.09767702  0.2999335685673409
A130014A01Rik   -0.08157221  0.29987958639021534
Cped1   0.046769187  0.2997313314085905
Akirin1   0.04979868  0.2997038225924958
D17Wsu92e   -0.050396394  0.29947871308590424
Mrps18a   -0.05317807  0.29946504247226313
Kdf1   0.13775045  0.2991106367341273
Hamp   0.15587819  0.2990871642011698
Aarsd1   0.14669657  0.2990085513055761
Ppp2ca   0.051263195  0.29895188633335107
Rtf2   0.04647104  0.29887762391226397
2010315B03Rik   -0.059832152  0.29879476834782853
Clec4a1   -0.10963954  0.2987941254604929
Nsl1   -0.14305404  0.2986736717395467
Bcl7c   -0.048948176  0.29860923214385154
Sdk1   0.0529609  0.29855275047685764
Umps   0.053944893  0.29850518944206195
Adgrf2   -0.14645618  0.2984504006484292
Numbl   -0.05144826  0.29844919565004774
Tmem231   0.06699625  0.29791905689684556
Ngly1   0.051439315  0.297627002343989
Ric8a   -0.047357008  0.2975664024783416
Ssh2   0.05001706  0.29755323954929114
Nvl   0.04694596  0.29753638483213696
Ggt5   -0.065473124  0.29750949813328625
Dcaf4   0.055735905  0.29747763632460905
Sema6c   -0.053097628  0.29745380082423034
Eid2   0.0669098  0.2973937731922414
Ttc39c   0.050713412  0.2973479523848924
Gm16418   0.101484224  0.29730125102547317
Gpx3   -0.112595975  0.29723240660709144
Slc22a15   0.078694016  0.29715369869096403
Gm26037   -0.121620625  0.29711647304756184
Mrpl32   0.089705534  0.29708125437187266
Sav1   -0.048902225  0.2969188152596106
Slfn3   0.13042659  0.2968891378776155
Arhgap10   -0.046978824  0.29679152956589755
Smarce1   0.04532106  0.2967584074641536
Gm10097   0.1453516  0.2967357920346395
Taz   -0.045900937  0.296703233130085
Uba52   -0.07533436  0.2962832701797495
Mrpl19   0.06402696  0.2961837171982038
Arhgap25   0.08962775  0.29613466575059916
Zcchc9-ps   0.14571434  0.2960659015955148
Rps2   -0.050058592  0.2960037133780463
Trnau1ap   -0.05744819  0.2959553118233533
Slc20a2   -0.050441537  0.29573705311990184
Ensa   -0.04628224  0.2956090365900532
Gm10118   0.05147839  0.2955973412785513
A130010J15Rik   0.08881776  0.2955499205952424
Nek6   0.052250363  0.2955399080695727
Pde4c   0.07205899  0.2955180410620682
Mknk1   0.047386333  0.2952833012227686
Anapc2   0.051698446  0.2952715296418872
Wdr83   0.05642414  0.295043652737026
Alg12   0.05931695  0.2950071460141007
Zfp219   -0.051497277  0.2949754438885506
Zfp112   -0.07110337  0.2949323754392491
Ankrd17   -0.04987448  0.294812786163431
Sh3bgrl   0.04759684  0.29479605761246447
Dnajc30   -0.07640014  0.29477692817706114
Gm23841   -0.11454119  0.2947550778470983
Alad   0.047379725  0.2946334290609191
Csk   0.04928362  0.29458741446324005
Frmd7   0.122142695  0.2944833092488631
Rgs14   0.14893477  0.29436585381038527
Fign   0.050138623  0.29419865562911196
Clec16a   -0.04608755  0.29414698184649
Gm13071   -0.105433665  0.29414658190502546
Gm14150   0.07867416  0.29414594199901484
Gm14029   -0.17642917  0.29411506702051887
Gm28557   0.12120528  0.2941056287458354
Glis1   0.10951551  0.2940737952220448
Zc3h8   0.09714415  0.2939824594296197
Ifitm5   -0.09687637  0.29387593820324537
Osgepl1   -0.06863476  0.29381324632930717
Begain   0.08512685  0.2936939507106251
Apmap   -0.057953212  0.2936934709982606
Glcci1   0.05711046  0.2936468600443342
Iqcb1   0.06088938  0.2934433323474772
Nfya   -0.04622945  0.2933427029661627
Gm22586   0.15148462  0.2931644084134201
Sord   0.04771529  0.29291687863627375
Rbm7   0.047983136  0.2927885036860205
D430018E03Rik   -0.07359602  0.2925996858544109
Zfpm1   -0.053676654  0.29259625168082976
Pfas   -0.0449909  0.29252725125026846
Nup107   -0.051321343  0.2923406385210859
Mrtfa   -0.04450913  0.2923238714315289
Rnf20   0.047715012  0.29214982967863284
Senp2   0.044046484  0.2921458382506236
Gm6963   0.10155709  0.29208133898284355
Fgf1   0.050947037  0.2920652946378702
Hrh1   0.079632536  0.29203727751837066
Atr   -0.04738598  0.29194461109957287
Vps35l   0.045665655  0.2919298459258925
Rps27a   -0.046245642  0.29190422687157175
Ythdf3   0.04484342  0.2919037480169919
Srsf4   -0.049649496  0.29182545837664653
Rb1cc1   -0.04981299  0.29173648218019416
Ptcd1   -0.04674253  0.2917123043664969
Gstp1   -0.048020836  0.2917051229502785
Snapc5   -0.06608594  0.29166554629284125
Pdcd7   -0.047639877  0.29142955511644375
Gm15558   -0.10889717  0.2912271959524864
Panx2   -0.12184277  0.29108651785030826
Vmp1   -0.056956556  0.29107519428320583
Aatf   0.052177332  0.29092138190681116
Trip4   0.04754641  0.290822361262361
Scamp1   0.047514167  0.2908172590149167
Babam1   0.045366887  0.2907905523632089
Gm8326   -0.085462555  0.2907260607332076
Ccm2   -0.050580338  0.29066252978259305
Eif2b5   -0.046734083  0.29059892316289204
Gm14239   0.09140538  0.290563773871854
Clrn1   -0.13883747  0.2903656538122035
Ice1   -0.050456602  0.29022923996936534
Slitrk2   -0.068523206  0.29010758280746257
Intu   -0.077925265  0.2900367623693874
Tex2   -0.049711626  0.28999669408442136
Ftl2-ps   -0.13900146  0.2899716024371785
Bckdk   0.04756854  0.28994515731900156
Gtpbp2   -0.044462793  0.2899161640774516
Plp1   0.050965626  0.2898376316618823
Cachd1   -0.044908747  0.28978299712827205
Afg3l2   0.044419806  0.28956934582875526
Dhrs11   0.08505843  0.2895295351270442
Mtif2   -0.0548834  0.28931546035060013
Lgals12   -0.08616745  0.289111777592119
1810055G02Rik   0.05594127  0.28867001058376773
Ascc2   0.04396413  0.2886154398036227
Sbno1   -0.048441  0.2885605538304114
Vim   -0.052795585  0.2885562585335229
Polr3d   -0.05105464  0.2885513269191064
Pirb   0.08931941  0.2884742537185773
Hectd3   0.04326992  0.2884347251865875
Dnajc5   0.04806696  0.288425419904253
Tada1   0.0562578  0.2882600071138727
Ints6   -0.046550773  0.2881655432376474
Fzd4   -0.064415336  0.28807013423907535
Hook2   -0.09055565  0.28790319039223783
Disp1   -0.04961432  0.28766037659643945
Mxra8   0.048968676  0.2874571895468845
Zfp994   0.07094801  0.2873902112337301
Alpl   0.1030361  0.28730520370217055
Hist1h3f   0.06929756  0.28729368454591286
Mthfd2   -0.0849499  0.287119483415135
Ston2   0.05098245  0.28690941799268355
Nfatc1   0.059480138  0.28673925367333264
Myo7a   -0.049603228  0.28673306065112186
6330403K07Rik   0.10968122  0.2866523960702049
Etfa   0.047482744  0.286628896589455
Szrd1   -0.04698875  0.2865250609006068
Bad   0.049551625  0.286361708223879
Hfe   0.06360734  0.2862644871551159
Srpr   0.048807755  0.2862285375944883
Gm11969   0.116452076  0.2862084603669956
Gm17082   -0.080560856  0.2860551566477471
Lsamp   0.07191644  0.28597843426289843
Cdc42ep2   0.05117092  0.2859269454977713
Snhg17   -0.056246154  0.2859136175590796
Wdr77   -0.045417085  0.2858924360220014
Gm24601   -0.19375847  0.28577487474721613
Ctc1   0.04651383  0.2856629584671394
Zfp40   0.05103022  0.28565153752417544
Dbt   -0.068827055  0.28563559600938937
Mgat4a   0.062622905  0.2856090273828038
Hmcn2   0.1133607  0.2855934037737855
Gm15911   0.12278645  0.2853673249591788
Trim28   -0.048820693  0.2852681391980817
Rab11fip5   -0.05117201  0.2852551371577918
4632427E13Rik   -0.04350483  0.28505568802042597
Hbs1l   -0.043757126  0.28503809147683057
Borcs5   -0.046189837  0.28497943856768887
A730081D07Rik   0.10250196  0.28497650601253416
Mbd2   -0.044077113  0.2848972510220833
2300009A05Rik   -0.12556168  0.28459400017786585
Cxcr6   0.087444715  0.284394682846984
Men1   -0.047951102  0.2843942867869104
Cdh1   0.0567041  0.28434121615582875
Rps27l   0.06026746  0.28418051645202497
Vxn   0.14796638  0.28414741346164984
Lsm5   -0.114447415  0.2838705949877918
Uros   0.06276127  0.2838485066546466
Timm23   0.05209958  0.2838336230350514
Tmem185a   0.05581099  0.28381493965594323
Fitm2   0.050038375  0.2837497088997452
Araf   -0.048391297  0.28373625162757365
Lrp12   0.05047916  0.2837360933078024
Mgme1   -0.060568564  0.2836940602952582
Fopnl   0.064160004  0.2836920022270212
Naa50   -0.0440078  0.28366698912086463
Ddx6   -0.04773584  0.28357596569295446
Zfp97   -0.083534256  0.28356108612917236
Wrap53   0.06024069  0.2835558625050314
Zfp282   0.043464907  0.2835352057132338
Ppp1r16a   0.046551533  0.2834464101115493
Gm17058   -0.113851815  0.2828859610287565
Gm26626   0.14479057  0.28285266359364064
Gm7707   -0.12267063  0.28262285452553065
Bbs12   0.08838838  0.2825235452703404
Kcnh6   0.14596897  0.2824766614456427
Zfp141   -0.06501493  0.2822602969617914
Gnl2   -0.044099636  0.2820972442543462
Zfp592   -0.05154058  0.2820473774071159
Tob1   -0.04673172  0.2818986609437081
Tbl1xr1   -0.04783634  0.28189226078466806
Tarbp2   0.050692238  0.2818520434387475
Nutf2   -0.053861868  0.28180645520094744
Dgcr6   -0.05385118  0.2817381162417374
Prrg1   0.051062666  0.2817090439733692
Fam126b   -0.04964964  0.2816002674668387
D830025C05Rik   -0.15957353  0.281501612589284
Tia1   0.044320464  0.2814509856424608
Rpp40   -0.07947229  0.2814291086441847
Cap1   0.048956048  0.2813062272522925
Tm9sf1   0.04994159  0.2812668231139289
Zfp398   -0.04356748  0.2812037323461522
Bysl   0.056890912  0.28117980785185503
Sec24c   -0.048447143  0.28115619975354983
Gt(ROSA)26Sor   -0.08639842  0.28110535343472154
Tpt1-ps5   -0.07009334  0.2810594834305422
Comt   0.04834496  0.28101511548001606
Hmox2   -0.05225749  0.28093877879160745
Hsd3b7   -0.04863125  0.2808809972932745
Mtx3   -0.050182983  0.2808257448848671
Cops2   0.042467274  0.2807343483168315
Nfkb2   0.045980286  0.28060831683838916
Tor2a   0.053014457  0.280598294979294
Zeb2os   0.10742594  0.28050100136330003
Vwa2   -0.080368005  0.280385728965858
1700066M21Rik   0.07294266  0.2802700754246086
Gm26623   0.13097881  0.28024672544573687
Nae1   0.04767572  0.28014165728740537
Bglap3   -0.10890729  0.28009772440123126
Bpifb5   0.12457892  0.2800788740777288
2810454H06Rik   -0.09639424  0.2800544243966697
Kif7   -0.059978917  0.27990048400741546
Bmp3   -0.062190715  0.2798394506800456
Faf2   0.043153144  0.27983117125203105
Osbpl2   -0.04489628  0.2798239958031998
Kiss1r   -0.07396254  0.27969563493426014
Pdcd6   -0.045173563  0.2795972466028477
Mob3c   0.06857311  0.27952905844686743
Ank1   -0.10322001  0.2794191000595033
Wdr13   0.04850018  0.2793807948158891
Actr2   -0.047719095  0.27930860209028363
Snapc2   0.05500526  0.27918456256895813
Ndufb3   -0.053914346  0.2791394897562644
Cdc20   -0.10009144  0.2790926855240186
Arpc2   -0.04730618  0.2790373742555075
Smurf2   0.045129705  0.27892006461065694
Ces1f   0.2211891  0.27877795638287134
Pck1   -0.15733482  0.27872431656478486
Pde4d   -0.05135303  0.2787235289236928
Cacfd1   -0.046342105  0.2785616030896237
Hoxc4   0.052199442  0.27837868049234193
Fam171a2   -0.04421554  0.2782697145303977
Cyp2j9   0.051497944  0.27818437664901785
Tac4   -0.14786841  0.2780804695041274
Zfp36l1-ps   -0.101675935  0.2776330049859247
Col27a1   0.057995006  0.2774789648746137
Gm609   0.068315215  0.2774235068033203
1700034J05Rik   -0.07166423  0.2773999085568577
